dockey,control_id,control_name,mapping_type,technique_id,technique_name,mapping_description
2442,CM-2,Baseline Configuration,mitigates,T1602,Data from Configuration Repository,
2443,CM-2,Baseline Configuration,mitigates,T1602.002,Network Device Configuration Dump,
2444,CM-2,Baseline Configuration,mitigates,T1602.001,SNMP (MIB Dump),
2445,SC-3,Security Function Isolation,mitigates,T1602,Data from Configuration Repository,
2446,SC-3,Security Function Isolation,mitigates,T1602.002,Network Device Configuration Dump,
2447,SC-3,Security Function Isolation,mitigates,T1602.001,SNMP (MIB Dump),
2448,SC-8,Transmission Confidentiality And Integrity,mitigates,T1602,Data from Configuration Repository,
2449,SC-8,Transmission Confidentiality And Integrity,mitigates,T1602.002,Network Device Configuration Dump,
2450,SC-8,Transmission Confidentiality And Integrity,mitigates,T1602.001,SNMP (MIB Dump),
2451,SC-28,Protection Of Information At Rest,mitigates,T1602,Data from Configuration Repository,
2452,SC-28,Protection Of Information At Rest,mitigates,T1602.002,Network Device Configuration Dump,
2453,SC-28,Protection Of Information At Rest,mitigates,T1602.001,SNMP (MIB Dump),
2454,SI-3,Malicious Code Protection,mitigates,T1602,Data from Configuration Repository,
2455,SI-3,Malicious Code Protection,mitigates,T1602.002,Network Device Configuration Dump,
2456,SI-3,Malicious Code Protection,mitigates,T1602.001,SNMP (MIB Dump),
2457,SI-4,Information System Monitoring,mitigates,T1602,Data from Configuration Repository,
2458,SI-4,Information System Monitoring,mitigates,T1602.002,Network Device Configuration Dump,
2459,SI-4,Information System Monitoring,mitigates,T1602.001,SNMP (MIB Dump),
2460,CA-7,Continuous Monitoring,mitigates,T1602,Data from Configuration Repository,
2461,CA-7,Continuous Monitoring,mitigates,T1602.002,Network Device Configuration Dump,
2462,CA-7,Continuous Monitoring,mitigates,T1602.001,SNMP (MIB Dump),
2463,AC-7,Unsuccessful Logon Attempts,mitigates,T1021.001,Remote Desktop Protocol,
2464,AC-7,Unsuccessful Logon Attempts,mitigates,T1021,Remote Services,
2465,AC-7,Unsuccessful Logon Attempts,mitigates,T1021.004,SSH,
2466,AC-20,Use Of External Information Systems,mitigates,T1021.001,Remote Desktop Protocol,
2467,AC-20,Use Of External Information Systems,mitigates,T1021,Remote Services,
2468,AC-20,Use Of External Information Systems,mitigates,T1021.004,SSH,
2469,IA-5,Authenticator Management,mitigates,T1021.001,Remote Desktop Protocol,
2470,IA-5,Authenticator Management,mitigates,T1021,Remote Services,
2471,IA-5,Authenticator Management,mitigates,T1021.004,SSH,
2472,SI-4,Information System Monitoring,mitigates,T1021,Remote Services,
2473,SI-4,Information System Monitoring,mitigates,T1021.004,SSH,
2474,IA-2,Identification And Authentication (Organizational Users),mitigates,T1040,Network Sniffing,
2475,IA-5,Authenticator Management,mitigates,T1040,Network Sniffing,
2476,SI-4,Information System Monitoring,mitigates,T1040,Network Sniffing,
2477,SC-8,Transmission Confidentiality And Integrity,mitigates,T1040,Network Sniffing,
2478,AC-20,Use Of External Information Systems,mitigates,T1072,Software Deployment Tools,
2479,IA-5,Authenticator Management,mitigates,T1072,Software Deployment Tools,
2480,AC-7,Unsuccessful Logon Attempts,mitigates,T1078.004,Cloud Accounts,
2481,AC-7,Unsuccessful Logon Attempts,mitigates,T1078.002,Domain Accounts,
2482,AC-20,Use Of External Information Systems,mitigates,T1078.004,Cloud Accounts,
2483,AC-20,Use Of External Information Systems,mitigates,T1078.002,Domain Accounts,
2484,IA-5,Authenticator Management,mitigates,T1078.004,Cloud Accounts,
2485,IA-5,Authenticator Management,mitigates,T1078.002,Domain Accounts,
2486,SI-4,Information System Monitoring,mitigates,T1078.002,Domain Accounts,
2487,AC-20,Use Of External Information Systems,mitigates,T1098.003,Add Office 365 Global Administrator Role,
2488,AC-20,Use Of External Information Systems,mitigates,T1098.001,Additional Cloud Credentials,
2489,AC-20,Use Of External Information Systems,mitigates,T1098.002,Exchange Email Delegate Permissions,
2490,IA-5,Authenticator Management,mitigates,T1098.003,Add Office 365 Global Administrator Role,
2491,IA-5,Authenticator Management,mitigates,T1098.001,Additional Cloud Credentials,
2492,IA-5,Authenticator Management,mitigates,T1098.002,Exchange Email Delegate Permissions,
2493,SI-4,Information System Monitoring,mitigates,T1098.003,Add Office 365 Global Administrator Role,
2494,SI-4,Information System Monitoring,mitigates,T1098.001,Additional Cloud Credentials,
2495,SI-4,Information System Monitoring,mitigates,T1098.002,Exchange Email Delegate Permissions,
2496,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1098.003,Add Office 365 Global Administrator Role,
2497,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1098.001,Additional Cloud Credentials,
2498,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1098.002,Exchange Email Delegate Permissions,
2499,AC-6,Least Privilege,mitigates,T1110.002,Password Cracking,
2500,AC-6,Least Privilege,mitigates,T1110.001,Password Guessing,
2501,AC-6,Least Privilege,mitigates,T1110.003,Password Spraying,
2502,AC-20,Use Of External Information Systems,mitigates,T1110,Brute Force,
2503,AC-20,Use Of External Information Systems,mitigates,T1110.004,Credential Stuffing,
2504,AC-20,Use Of External Information Systems,mitigates,T1110.002,Password Cracking,
2505,AC-20,Use Of External Information Systems,mitigates,T1110.001,Password Guessing,
2506,AC-20,Use Of External Information Systems,mitigates,T1110.003,Password Spraying,
2507,AC-3,Access Enforcement,mitigates,T1114,Email Collection,
2508,AC-3,Access Enforcement,mitigates,T1114.002,Remote Email Collection,
2509,AC-20,Use Of External Information Systems,mitigates,T1114,Email Collection,
2510,AC-20,Use Of External Information Systems,mitigates,T1114.002,Remote Email Collection,
2511,CM-2,Baseline Configuration,mitigates,T1114,Email Collection,
2512,CM-2,Baseline Configuration,mitigates,T1114.002,Remote Email Collection,
2513,CM-6,Configuration Settings,mitigates,T1114,Email Collection,
2514,CM-6,Configuration Settings,mitigates,T1114.002,Remote Email Collection,
2515,IA-2,Identification And Authentication (Organizational Users),mitigates,T1114,Email Collection,
2516,IA-2,Identification And Authentication (Organizational Users),mitigates,T1114.002,Remote Email Collection,
2517,IA-5,Authenticator Management,mitigates,T1114,Email Collection,
2518,IA-5,Authenticator Management,mitigates,T1114.002,Remote Email Collection,
2519,SI-4,Information System Monitoring,mitigates,T1114,Email Collection,
2520,SI-4,Information System Monitoring,mitigates,T1114.002,Remote Email Collection,
2521,AC-3,Access Enforcement,mitigates,T1133,External Remote Services,
2522,AC-6,Least Privilege,mitigates,T1133,External Remote Services,
2523,AC-7,Unsuccessful Logon Attempts,mitigates,T1133,External Remote Services,
2524,AC-20,Use Of External Information Systems,mitigates,T1133,External Remote Services,
2525,IA-2,Identification And Authentication (Organizational Users),mitigates,T1133,External Remote Services,
2526,IA-5,Authenticator Management,mitigates,T1133,External Remote Services,
2527,SI-4,Information System Monitoring,mitigates,T1133,External Remote Services,
2528,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1133,External Remote Services,
2529,AC-20,Use Of External Information Systems,mitigates,T1136.003,Cloud Account,
2530,AC-20,Use Of External Information Systems,mitigates,T1136,Create Account,
2531,AC-20,Use Of External Information Systems,mitigates,T1136.002,Domain Account,
2532,AC-20,Use Of External Information Systems,mitigates,T1136.001,Local Account,
2533,IA-5,Authenticator Management,mitigates,T1136.003,Cloud Account,
2534,IA-5,Authenticator Management,mitigates,T1136,Create Account,
2535,IA-5,Authenticator Management,mitigates,T1136.002,Domain Account,
2536,IA-5,Authenticator Management,mitigates,T1136.001,Local Account,
2537,SI-4,Information System Monitoring,mitigates,T1136.003,Cloud Account,
2538,SI-4,Information System Monitoring,mitigates,T1136.001,Local Account,
2539,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1136.003,Cloud Account,
2540,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1136,Create Account,
2541,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1136.002,Domain Account,
2542,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1136.001,Local Account,
2543,AC-7,Unsuccessful Logon Attempts,mitigates,T1530,Data from Cloud Storage Object,
2544,IA-5,Authenticator Management,mitigates,T1530,Data from Cloud Storage Object,
2545,SI-4,Information System Monitoring,mitigates,T1530,Data from Cloud Storage Object,
2546,AC-3,Access Enforcement,mitigates,T1539,Steal Web Session Cookie,
2547,AC-6,Least Privilege,mitigates,T1539,Steal Web Session Cookie,
2548,AC-20,Use Of External Information Systems,mitigates,T1539,Steal Web Session Cookie,
2549,IA-2,Identification And Authentication (Organizational Users),mitigates,T1539,Steal Web Session Cookie,
2550,IA-5,Authenticator Management,mitigates,T1539,Steal Web Session Cookie,
2551,AC-7,Unsuccessful Logon Attempts,mitigates,T1556.001,Domain Controller Authentication,
2552,AC-7,Unsuccessful Logon Attempts,mitigates,T1556,Modify Authentication Process,
2553,AC-7,Unsuccessful Logon Attempts,mitigates,T1556.004,Network Device Authentication,
2554,AC-7,Unsuccessful Logon Attempts,mitigates,T1556.003,Pluggable Authentication Modules,
2555,AC-20,Use Of External Information Systems,mitigates,T1556.001,Domain Controller Authentication,
2556,AC-20,Use Of External Information Systems,mitigates,T1556,Modify Authentication Process,
2557,AC-20,Use Of External Information Systems,mitigates,T1556.004,Network Device Authentication,
2558,AC-20,Use Of External Information Systems,mitigates,T1556.003,Pluggable Authentication Modules,
2559,IA-5,Authenticator Management,mitigates,T1556.001,Domain Controller Authentication,
2560,IA-5,Authenticator Management,mitigates,T1556,Modify Authentication Process,
2561,IA-5,Authenticator Management,mitigates,T1556.004,Network Device Authentication,
2562,IA-5,Authenticator Management,mitigates,T1556.003,Pluggable Authentication Modules,
2563,SI-4,Information System Monitoring,mitigates,T1556.004,Network Device Authentication,
2564,SI-4,Information System Monitoring,mitigates,T1556.003,Pluggable Authentication Modules,
2565,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1556.001,Domain Controller Authentication,
2566,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1556,Modify Authentication Process,
2567,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1556.004,Network Device Authentication,
2568,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1556.003,Pluggable Authentication Modules,
2569,CM-2,Baseline Configuration,mitigates,T1556.004,Network Device Authentication,
2570,CM-2,Baseline Configuration,mitigates,T1559.001,Component Object Model,
2571,CM-2,Baseline Configuration,mitigates,T1559,Inter-Process Communication,
2572,IA-5,Authenticator Management,mitigates,T1559.001,Component Object Model,
2573,IA-5,Authenticator Management,mitigates,T1559,Inter-Process Communication,
2574,SI-4,Information System Monitoring,mitigates,T1559.001,Component Object Model,
2575,SI-4,Information System Monitoring,mitigates,T1559,Inter-Process Communication,
2576,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1559.001,Component Object Model,
2577,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1559,Inter-Process Communication,
2578,IA-5,Authenticator Management,mitigates,T1599.001,Network Address Translation Traversal,
2579,IA-5,Authenticator Management,mitigates,T1599,Network Boundary Bridging,
2580,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1599.001,Network Address Translation Traversal,
2581,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1599,Network Boundary Bridging,
2582,IA-5,Authenticator Management,mitigates,T1601.002,Downgrade System Image,
2583,IA-5,Authenticator Management,mitigates,T1601,Modify System Image,
2584,IA-5,Authenticator Management,mitigates,T1601.001,Patch System Image,
2585,SI-4,Information System Monitoring,mitigates,T1601.002,Downgrade System Image,
2586,SI-4,Information System Monitoring,mitigates,T1601,Modify System Image,
2587,SI-4,Information System Monitoring,mitigates,T1601.001,Patch System Image,
2588,CM-3,Configuration Change Control,mitigates,T1021.005,VNC,
2589,CM-5,Access Restrictions For Change,mitigates,T1021.005,VNC,
2590,CM-11,User-Installed Software,mitigates,T1021.005,VNC,
2591,CM-3,Configuration Change Control,mitigates,T1059.006,Python,
2592,CM-5,Access Restrictions For Change,mitigates,T1059.006,Python,
2593,CM-11,User-Installed Software,mitigates,T1059.006,Python,
2594,SI-3,Malicious Code Protection,mitigates,T1059.006,Python,
2595,AC-6,Least Privilege,mitigates,T1059.006,Python,
2596,AC-6,Least Privilege,mitigates,T1176,Browser Extensions,
2597,AC-6,Least Privilege,mitigates,T1021.005,VNC,
2598,SI-3,Malicious Code Protection,mitigates,T1021.005,VNC,
2599,CM-3,Configuration Change Control,mitigates,T1543,Create or Modify System Process,
2600,CM-3,Configuration Change Control,mitigates,T1543.002,Systemd Service,
2601,SA-22,Unsupported System Components,mitigates,T1543,Create or Modify System Process,
2602,SA-22,Unsupported System Components,mitigates,T1543.002,Systemd Service,
2603,AC-3,Access Enforcement,mitigates,T1021.005,VNC,
2604,AC-4,Information Flow Enforcement,mitigates,T1021.005,VNC,
2605,CA-7,Continuous Monitoring,mitigates,T1021.005,VNC,
2606,CM-6,Configuration Settings,mitigates,T1021.005,VNC,
2607,CM-7,Least Functionality,mitigates,T1021.002,SMB/Windows Admin Shares,
2608,CM-7,Least Functionality,mitigates,T1021.005,VNC,
2609,SC-7,Boundary Protection,mitigates,T1021.005,VNC,
2610,SI-4,Information System Monitoring,mitigates,T1021.005,VNC,
2611,SI-10,Information Input Validation,mitigates,T1021.002,SMB/Windows Admin Shares,
2612,SI-10,Information Input Validation,mitigates,T1021.005,VNC,
2613,SI-15,Information Output Filtering,mitigates,T1021.002,SMB/Windows Admin Shares,
2614,SI-15,Information Output Filtering,mitigates,T1021.005,VNC,
2615,AC-3,Access Enforcement,mitigates,T1048,Exfiltration Over Alternative Protocol,
2616,AC-3,Access Enforcement,mitigates,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,
2617,AC-3,Access Enforcement,mitigates,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,
2618,AC-3,Access Enforcement,mitigates,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,
2619,SI-10,Information Input Validation,mitigates,T1048,Exfiltration Over Alternative Protocol,
2620,SI-10,Information Input Validation,mitigates,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,
2621,SI-10,Information Input Validation,mitigates,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,
2622,SI-10,Information Input Validation,mitigates,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,
2623,SI-15,Information Output Filtering,mitigates,T1048,Exfiltration Over Alternative Protocol,
2624,SI-15,Information Output Filtering,mitigates,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,
2625,SI-15,Information Output Filtering,mitigates,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,
2626,SI-15,Information Output Filtering,mitigates,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,
2627,AC-3,Access Enforcement,mitigates,T1071.004,DNS,
2628,SI-10,Information Input Validation,mitigates,T1071.004,DNS,
2629,SI-15,Information Output Filtering,mitigates,T1071.004,DNS,
2630,AC-3,Access Enforcement,mitigates,T1090.003,Multi-hop Proxy,
2631,AC-3,Access Enforcement,mitigates,T1090,Proxy,
2632,AC-4,Information Flow Enforcement,mitigates,T1090.003,Multi-hop Proxy,
2633,CA-7,Continuous Monitoring,mitigates,T1090.003,Multi-hop Proxy,
2634,CM-6,Configuration Settings,mitigates,T1090.003,Multi-hop Proxy,
2635,CM-7,Least Functionality,mitigates,T1090.003,Multi-hop Proxy,
2636,SC-7,Boundary Protection,mitigates,T1090.003,Multi-hop Proxy,
2637,SI-10,Information Input Validation,mitigates,T1090.003,Multi-hop Proxy,
2638,SI-10,Information Input Validation,mitigates,T1090,Proxy,
2639,SI-15,Information Output Filtering,mitigates,T1090.003,Multi-hop Proxy,
2640,SI-15,Information Output Filtering,mitigates,T1090,Proxy,
2641,AC-3,Access Enforcement,mitigates,T1095,Non-Application Layer Protocol,
2642,SI-10,Information Input Validation,mitigates,T1095,Non-Application Layer Protocol,
2643,SI-15,Information Output Filtering,mitigates,T1095,Non-Application Layer Protocol,
2644,AC-3,Access Enforcement,mitigates,T1187,Forced Authentication,
2645,CM-7,Least Functionality,mitigates,T1187,Forced Authentication,
2646,SI-10,Information Input Validation,mitigates,T1187,Forced Authentication,
2647,SI-15,Information Output Filtering,mitigates,T1187,Forced Authentication,
2648,AC-4,Information Flow Enforcement,mitigates,T1197,BITS Jobs,
2649,CA-7,Continuous Monitoring,mitigates,T1197,BITS Jobs,
2650,SC-7,Boundary Protection,mitigates,T1197,BITS Jobs,
2651,SI-10,Information Input Validation,mitigates,T1197,BITS Jobs,
2652,SI-15,Information Output Filtering,mitigates,T1197,BITS Jobs,
2653,AC-3,Access Enforcement,mitigates,T1205.001,Port Knocking,
2654,AC-3,Access Enforcement,mitigates,T1205,Traffic Signaling,
2655,AC-4,Information Flow Enforcement,mitigates,T1205.001,Port Knocking,
2656,AC-4,Information Flow Enforcement,mitigates,T1205,Traffic Signaling,
2657,CA-7,Continuous Monitoring,mitigates,T1205.001,Port Knocking,
2658,CA-7,Continuous Monitoring,mitigates,T1205,Traffic Signaling,
2659,CM-6,Configuration Settings,mitigates,T1205.001,Port Knocking,
2660,CM-6,Configuration Settings,mitigates,T1205,Traffic Signaling,
